dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples
abt,buy,D2,gemma3n-z-p1,908.4880275726318,0.5967130214917825,0.972193614830072,0.7395221308264787,1.0,vector_based_examples_dict_1
abt,buy,D2,gemma3n-z-p2,889.3072810173035,0.548349739432542,0.9752832131822864,0.7020014825796886,1.0,vector_based_examples_dict_1
abt,buy,D2,qwen2.5-z-p1,528.8339681625366,0.8787234042553191,0.850669412976313,0.8644688644688645,1.0,vector_based_examples_dict_1
abt,buy,D2,qwen2.5-z-p2,525.9273450374603,0.8679631525076765,0.8733264675592173,0.8706365503080082,1.0,vector_based_examples_dict_1
abt,buy,D2,llama3.1-z-p1,532.056943655014,0.5126333520494104,0.9402677651905252,0.6635174418604651,1.0,vector_based_examples_dict_1
abt,buy,D2,llama3.1-z-p2,529.7840557098389,0.5753246753246753,0.9124613800205972,0.705694942254082,1.0,vector_based_examples_dict_1
abt,buy,D2,orca2-z-p1,454.3115482330322,0.6901062959934587,0.8692070030895983,0.7693710118505014,1.0,vector_based_examples_dict_1
abt,buy,D2,orca2-z-p2,451.15227913856506,0.6819645732689211,0.8722966014418125,0.7654767284229552,1.0,vector_based_examples_dict_1
abt,buy,D2,openhermes-z-p1,456.9315037727356,0.715311004784689,0.9237899073120496,0.8062921348314607,1.0,vector_based_examples_dict_1
abt,buy,D2,openhermes-z-p2,449.7410318851471,0.7087912087912088,0.9299691040164778,0.8044543429844098,1.0,vector_based_examples_dict_1
abt,buy,D2,zephyr-z-p1,491.3679785728455,0.5734480639213276,0.96086508753862,0.7182448036951501,0.9986059479553904,vector_based_examples_dict_1
abt,buy,D2,zephyr-z-p2,492.53249192237854,0.7070063694267515,0.9145211122554068,0.797485406376291,0.9948884758364313,vector_based_examples_dict_1
imdb,tmdb,D5,gemma3n-z-p1,1042.4078195095062,0.7366336633663366,0.9830866807610994,0.8422005886348201,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,gemma3n-z-p2,1011.3871052265168,0.7111872146118722,0.9878435517970402,0.8269911504424778,1.0,vector_based_examples_dict_1
abt,buy,D2,gemma3n-ft-p1,1234.825207233429,0.5619834710743802,0.98043254376931,0.7144465290806754,1.0,vector_based_examples_dict_1
abt,buy,D2,gemma3n-ft-p2,1142.687035560608,0.6153346328784925,0.9752832131822863,0.754581673306773,1.0,vector_based_examples_dict_1
abt,buy,D2,gemma3n-tf-p1,1236.4078476428986,0.6673928830791576,0.9464469618949537,0.782793867120954,1.0,vector_based_examples_dict_1
abt,buy,D2,gemma3n-tf-p2,1142.8222210407257,0.6850746268656717,0.945417095777549,0.7944612721765469,1.0,vector_based_examples_dict_1
abt,buy,D2,qwen2.5-ft-p1,543.17986369133,0.8804232804232804,0.8568486096807415,0.8684759916492694,1.0,vector_based_examples_dict_1
abt,buy,D2,qwen2.5-ft-p2,537.5448782444,0.8869936034115139,0.8568486096807415,0.8716605552645365,1.0,vector_based_examples_dict_1
abt,buy,D2,qwen2.5-tf-p1,536.7257509231567,0.8490749756572541,0.898043254376931,0.8728728728728729,1.0,vector_based_examples_dict_1
abt,buy,D2,qwen2.5-tf-p2,535.2226202487946,0.862,0.8877445932028837,0.8746829020801623,1.0,vector_based_examples_dict_1
abt,buy,D2,llama3.1-ft-p1,544.2290687561035,0.4616572310859496,0.9237899073120495,0.6156485929993136,1.0,vector_based_examples_dict_1
abt,buy,D2,llama3.1-ft-p2,540.6933455467224,0.45993031358885017,0.9515962924819773,0.6201342281879194,1.0,vector_based_examples_dict_1
abt,buy,D2,llama3.1-tf-p1,542.1280653476715,0.30584518167456554,0.9969104016477858,0.46808510638297873,1.0,vector_based_examples_dict_1
abt,buy,D2,llama3.1-tf-p2,542.1280572414398,0.30611601513240855,1.0,0.46874245715664975,1.0,vector_based_examples_dict_1
abt,buy,D2,orca2-ft-p1,474.93051314353943,0.3390081421169504,0.9433573635427395,0.4987748434522189,0.9927973977695167,vector_based_examples_dict_1
abt,buy,D2,orca2-ft-p2,465.06032037734985,0.42262739597942967,0.9309989701338826,0.5813504823151125,0.9995353159851301,vector_based_examples_dict_1
abt,buy,D2,orca2-tf-p1,473.0382664203644,0.43084016393442626,0.8661174047373842,0.5754361956893602,0.9932620817843866,vector_based_examples_dict_1
abt,buy,D2,orca2-tf-p2,465.05530166625977,0.5359223300970873,0.8527291452111225,0.6581875993640699,1.0,vector_based_examples_dict_1
abt,buy,D2,openhermes-ft-p1,474.42002034187317,0.7089733225545675,0.9031925849639547,0.7943840579710145,1.0,vector_based_examples_dict_1
abt,buy,D2,openhermes-ft-p2,468.0978100299835,0.6926677067082684,0.9145211122554068,0.7882822902796272,1.0,vector_based_examples_dict_1
abt,buy,D2,openhermes-tf-p1,471.218430519104,0.7226890756302521,0.8856848609680742,0.7959278111985192,1.0,vector_based_examples_dict_1
abt,buy,D2,openhermes-tf-p2,468.3489713668823,0.7221238938053097,0.8403707518022657,0.7767729652546407,1.0,vector_based_examples_dict_1
abt,buy,D2,zephyr-ft-p1,794.5890161991119,0.6308277830637488,0.6828012358393409,0.655786350148368,0.7946096654275093,vector_based_examples_dict_1
abt,buy,D2,zephyr-ft-p2,821.2948758602142,0.6157804459691252,0.36972193614830073,0.462033462033462,0.6507899628252788,vector_based_examples_dict_1
abt,buy,D2,zephyr-tf-p1,656.8675887584686,0.6386182462356067,0.7425334706488157,0.6866666666666666,0.858503717472119,vector_based_examples_dict_1
abt,buy,D2,zephyr-tf-p2,691.5784809589386,0.6212361331220285,0.40370751802265703,0.4893882646691635,0.7386152416356877,vector_based_examples_dict_1
abt,buy,D2,gemma3n-ft-p1,2347.5924468040466,0.5933375235700817,0.972193614830072,0.7369242779078845,1.0,join_examples_dict_1
