dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples
imdb,tvdb,D6,gemma3n-z-p1,949.3125650882721,0.46851654215581645,0.9669603524229075,0.6312005751258087,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,gemma3n-z-p2,902.7068064212799,0.4348894348894349,0.974669603524229,0.601427115188583,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,gemma3n-ft-p1,1301.7184953689575,0.5215311004784688,0.960352422907489,0.6759689922480621,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,gemma3n-ft-p2,1222.702526807785,0.5197089144936325,0.9438325991189427,0.6703167774736019,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,gemma3n-tf-p1,1301.5422253608704,0.5311284046692607,0.9019823788546255,0.6685714285714286,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,gemma3n-tf-p2,1224.1963198184967,0.512912912912913,0.9405286343612335,0.6638165565487757,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,qwen2.5-z-p1,470.92025804519653,0.5316631871955463,0.8414096916299559,0.6515991471215352,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,qwen2.5-z-p2,469.34943437576294,0.5433911882510013,0.8964757709251101,0.6766417290108063,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,qwen2.5-ft-p1,481.9673402309418,0.5303030303030303,0.6552863436123348,0.5862068965517241,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,qwen2.5-ft-p2,480.4881899356842,0.5409967845659164,0.7411894273127754,0.6254646840148699,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,qwen2.5-tf-p1,480.6769948005676,0.49776785714285715,0.736784140969163,0.5941385435168739,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,qwen2.5-tf-p2,480.0550901889801,0.5116279069767442,0.7268722466960352,0.6005459508644222,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,llama3.1-z-p1,486.3427710533142,0.26989741775733994,0.8403083700440529,0.4085676037483266,0.999252476172678,vector_based_examples_dict_1
imdb,tvdb,D6,llama3.1-z-p2,481.98006534576416,0.25571236559139787,0.8381057268722467,0.3918640576725026,0.999252476172678,vector_based_examples_dict_1
imdb,tvdb,D6,llama3.1-ft-p1,494.0924508571625,0.3212045169385194,0.5638766519823789,0.40927258193445243,0.9994393571295085,vector_based_examples_dict_1
imdb,tvdb,D6,llama3.1-ft-p2,493.8816888332367,0.27690933452434124,0.6828193832599119,0.3940260565618049,0.9927116426836106,vector_based_examples_dict_1
imdb,tvdb,D6,llama3.1-tf-p1,493.69654297828674,0.24898785425101214,0.8127753303964758,0.381198347107438,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,llama3.1-tf-p2,494.0779764652252,0.2301510768241723,0.788546255506608,0.35630753918885294,0.995141095122407,vector_based_examples_dict_1
imdb,tvdb,D6,orca2-z-p1,344.19864678382874,0.4439288476411446,0.6321585903083701,0.5215810995002271,0.997383666604373,vector_based_examples_dict_1
imdb,tvdb,D6,orca2-z-p2,337.7387912273407,0.522107243650047,0.6112334801762115,0.563165905631659,0.9998131190431695,vector_based_examples_dict_1
imdb,tvdb,D6,orca2-ft-p1,357.68159914016724,0.4391336818521285,0.6475770925110133,0.5233644859813084,0.9971967856475425,vector_based_examples_dict_1
imdb,tvdb,D6,orca2-ft-p2,352.9348952770233,0.46671709531013617,0.6795154185022027,0.5533632286995516,0.9998131190431695,vector_based_examples_dict_1
imdb,tvdb,D6,orca2-tf-p1,354.50603199005127,0.3609865470852018,0.5319383259911894,0.4300979519145147,0.9998131190431695,vector_based_examples_dict_1
imdb,tvdb,D6,orca2-tf-p2,355.0769422054291,0.317680881648299,0.7301762114537445,0.4427378964941569,0.999626238086339,vector_based_examples_dict_1
imdb,tvdb,D6,openhermes-z-p1,348.1220543384552,0.3584905660377358,0.7533039647577092,0.48579545454545453,0.999626238086339,vector_based_examples_dict_1
imdb,tvdb,D6,openhermes-z-p2,344.59523606300354,0.3375570197668525,0.7334801762114538,0.4623394654633808,0.9998131190431695,vector_based_examples_dict_1
imdb,tvdb,D6,openhermes-ft-p1,361.2609820365906,0.43669250645994834,0.7444933920704846,0.5504885993485342,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,openhermes-ft-p2,359.77818417549133,0.44940867279894875,0.7533039647577092,0.562962962962963,1.0,vector_based_examples_dict_1
imdb,tvdb,D6,openhermes-tf-p1,360.5135600566864,0.40011007154650524,0.8006607929515418,0.5335779816513762,0.9998131190431695,vector_based_examples_dict_1
imdb,tvdb,D6,openhermes-tf-p2,360.940309047699,0.3990174672489083,0.8050660792951542,0.5335766423357664,0.9998131190431695,vector_based_examples_dict_1
imdb,tvdb,D6,zephyr-z-p1,392.5162978172302,0.41254752851711024,0.7169603524229075,0.5237329042638778,0.9770136423098487,vector_based_examples_dict_1
imdb,tvdb,D6,zephyr-z-p2,392.12408351898193,0.45818815331010454,0.579295154185022,0.5116731517509727,0.9732760231732387,vector_based_examples_dict_1
imdb,tvdb,D6,zephyr-ft-p1,713.1380610466003,0.41544117647058826,0.12444933920704845,0.19152542372881357,0.7635955896094188,vector_based_examples_dict_1
imdb,tvdb,D6,zephyr-ft-p2,3567.0305454730988,0.2765957446808511,0.028634361233480177,0.05189620758483034,0.6796860399925247,vector_based_examples_dict_1
imdb,tvdb,D6,zephyr-tf-p1,2166.696620464325,0.4533333333333333,0.07488986784140969,0.1285444234404537,0.7000560642870491,vector_based_examples_dict_1
imdb,tvdb,D6,zephyr-tf-p2,724.1521139144897,0.42152466367713004,0.10352422907488987,0.16622458001768348,0.7086525883012521,vector_based_examples_dict_1
imdb,tvdb,D6,gemma3n-ft-p1,1294.499531030655,0.5195665261890428,0.9504405286343612,0.6718567536006228,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,gemma3n-ft-p2,1213.844248533249,0.5260635110844817,0.9669603524229075,0.6814124951493985,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,gemma3n-tf-p1,1290.6104640960693,0.5474108944182918,0.8964757709251101,0.679749478079332,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,gemma3n-tf-p2,1214.048996925354,0.5467625899280576,0.920704845814978,0.686089454247025,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,qwen2.5-ft-p1,478.27540278434753,0.5551257253384912,0.6321585903083701,0.5911431513903193,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,qwen2.5-ft-p2,476.4019811153412,0.5598214285714286,0.6905286343612335,0.6183431952662722,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,qwen2.5-tf-p1,478.24108505249023,0.5433646812957158,0.5726872246696035,0.5576407506702413,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,qwen2.5-tf-p2,475.60507130622864,0.5519176800748363,0.6497797356828194,0.5968639352554376,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,llama3.1-ft-p1,492.35258769989014,0.3532022828154724,0.6134361233480177,0.4482897384305835,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,llama3.1-ft-p2,489.75821018218994,0.29615745079662603,0.6960352422907489,0.4155161078238001,0.998878714259017,vector_based_examples_dict_2
imdb,tvdb,D6,llama3.1-tf-p1,491.3962824344635,0.31189710610932475,0.8546255506607929,0.45700824499411075,0.999626238086339,vector_based_examples_dict_2
imdb,tvdb,D6,llama3.1-tf-p2,490.1114857196808,0.3082901554404145,0.7863436123348018,0.44292803970223327,0.9983180713885255,vector_based_examples_dict_2
imdb,tvdb,D6,orca2-ft-p1,355.8952133655548,0.4222222222222222,0.4812775330396476,0.4498198661863098,0.9998131190431695,vector_based_examples_dict_2
imdb,tvdb,D6,orca2-ft-p2,351.95848059654236,0.3742757821552723,0.711453744493392,0.4905087319665907,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,orca2-tf-p1,353.95282912254333,0.27101200686106347,0.5220264317180616,0.35679337598795635,0.9998131190431695,vector_based_examples_dict_2
imdb,tvdb,D6,orca2-tf-p2,350.9364261627197,0.4292730844793713,0.4812775330396476,0.4537902388369678,0.9998131190431695,vector_based_examples_dict_2
imdb,tvdb,D6,openhermes-ft-p1,363.5684885978699,0.46410066617320506,0.6905286343612335,0.5551128818061088,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,openhermes-ft-p2,359.1310648918152,0.47452471482889735,0.6872246696035242,0.5614035087719298,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,openhermes-tf-p1,361.27564430236816,0.4832330180567498,0.6189427312775331,0.5427329792370835,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,openhermes-tf-p2,359.1977450847626,0.4722932651321398,0.6101321585903083,0.5324363286881307,1.0,vector_based_examples_dict_2
imdb,tvdb,D6,zephyr-ft-p1,2481.9827494621277,0.5217391304347826,0.039647577092511016,0.0736949846468782,0.5808260138291909,vector_based_examples_dict_2
imdb,tvdb,D6,zephyr-ft-p2,924.6227638721466,0.38636363636363635,0.018722466960352423,0.03571428571428571,0.5393384414128201,vector_based_examples_dict_2
imdb,tvdb,D6,zephyr-tf-p1,761.6044914722443,0.4756554307116105,0.27973568281938327,0.3522884882108183,0.6656699682302374,vector_based_examples_dict_2
imdb,tvdb,D6,zephyr-tf-p2,674.4620914459229,0.4146341463414634,0.22466960352422907,0.2914285714285714,0.6538964679499158,vector_based_examples_dict_2
imdb,tvdb,D6,gemma3n-ft-p1,1281.5055146217346,0.48011363636363635,0.9306167400881057,0.6334332833583208,1.0,join_examples_dict_1
imdb,tvdb,D6,gemma3n-ft-p2,1201.7614901065826,0.48807446189645143,0.9240088105726872,0.6387514274838219,1.0,join_examples_dict_1
imdb,tvdb,D6,gemma3n-tf-p1,1277.3643045425415,0.4991568296795953,0.9779735682819384,0.6609601786378861,1.0,join_examples_dict_1
imdb,tvdb,D6,gemma3n-tf-p2,1202.258737564087,0.47814498933901917,0.987885462555066,0.6443965517241379,1.0,join_examples_dict_1
imdb,tvdb,D6,qwen2.5-ft-p1,473.59459400177,0.5468164794007491,0.8039647577092511,0.6509139545251895,1.0,join_examples_dict_1
imdb,tvdb,D6,qwen2.5-ft-p2,472.4845757484436,0.5468053491827637,0.8105726872246696,0.6530612244897959,1.0,join_examples_dict_1
imdb,tvdb,D6,qwen2.5-tf-p1,474.0671110153198,0.5434782608695652,0.8810572687224669,0.6722689075630253,1.0,join_examples_dict_1
